"site_name","url","question","answer","category","internal_link","link"
"Adobe","https://www.adobe.com/products/creativecloud.html","What is the Adobe Creative Cloud Pro plan?","The Creative Cloud Pro plan has 20+ creative apps and Adobe Firefly creative AI for images, video, and audio. Create with Adobe Photoshop, Illustrator, Premiere, After Effects, InDesign, and Acrobat Pro. Get unlimited access to standard creative AI image and vector features like Text to Image in Firefly and Generative Fill in Photoshop. And get 4,000 credits for premium creative AI video and audio features like Text to Video and Translate Audio. Plus, perks like templates, cloud storage, and thousands of fonts from the Adobe Fonts library are also included.","Amazing apps.Infinite possibilities., Questions? We have answers.","0","NA"
"Adobe","https://www.adobe.com/products/creativecloud.html","How do I download and install Adobe Creative Cloud?","Start your Adobe Creative Cloud downloads by installing the Adobe Creative Cloud desktop app or signing into Adobe Creative Cloud online. You can manage your subscription from the login page. Download and install Adobe Creative Cloud.","Amazing apps.Infinite possibilities., Questions? We have answers.","1","Download and install Adobe Creative Cloud."
"Adobe","https://www.adobe.com/products/creativecloud.html","Are Substance 3D products included in the Adobe Creative Cloud Pro plan?","No. Substance 3D products are sold exclusively in a Substance 3D plan.","Amazing apps.Infinite possibilities., Questions? We have answers.","1","Plans and pricing for Creative Cloud apps and more."
"Adobe","https://helpx.adobe.com/acrobat/faq.html","Can I get Adobe Acrobat online services if I'm an active Adobe Creative Cloud Member?","Yes. Many Creative Cloud plans include Acrobat Pro with Acrobat online services. Explore Creative Cloud plans.","Acrobat with Adobe Creative Cloud","1","Plans and pricing for Creative Cloud apps and more."
"Adobe","https://helpx.adobe.com/acrobat/faq.html","I own a previous version of Acrobat Pro with Adobe Creative Cloud. Why should I move to the latest Acrobat?","Acrobat is a completely reimagined solution with a stunningly simpler user experience that works consistently across desktop, mobile, and the web ? including touch-enabled devices. Here are just a few things you can do with Acrobat: Stay productive on the go: Unlock premium mobile features in Acrobat Reader mobile app and premium online services to help you do more with PDFs on the go. Whether you want to create, edit, export, organize, share or sign PDFs, you can start a task on one device and resume your work on another with instant access to essential PDF tools across computers, browsers, and mobile devices. Edit scanned documents: Use your mobile device camera to take a picture of a paper document and convert it into a PDF you can edit on a desktop with automatic font matching so new edits blend right in. Create protected PDFs: Create high-quality PDF files from Acrobat or popular Microsoft Office apps. Add restrictions to prevent others from copying, editing, or printing sensitive information. Edit PDF text and images: Use a familiar point-and-click interface to edit PDF documents intuitively'right within Acrobat. You can even edit text and images from your iPad or Android tablet. Export PDFs to Office: Convert PDFs to Word, Excel, or PowerPoint formats while preserving fonts, formatting, and layouts. Work with Dropbox, Box, Google Drive, and OneDrive: Access, edit, share, and store files in your Dropbox, Box, Google Drive, or Microsoft OneDrive account while working in Acrobat. Sign anything from anywhere: Fill, sign, and send forms fast from anywhere with smart autofill. Delete sensitive information: Find and get rid of the text, images, or even metadata'permanently.","Acrobat with Adobe Creative Cloud","0","NA"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","Are there any differences between Acrobat Pro included with Adobe Creative Cloud and Acrobat Pro bought separately?","The product features in Acrobat Pro in Creative Cloud are identical to the features included in Acrobat Pro when purchased separately on a subscription plan. Many Creative Cloud plans include Acrobat Pro desktop software, plus the corresponding set of Adobe Acrobat online services.","Acrobat with Adobe Creative Cloud","0","NA"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","I am a Adobe Creative Cloud trial member, is Acrobat Pro included in my Creative Cloud trial?","Yes. Acrobat trial software lets you take advantage of all the powerful features built into desktop software for Windows or Mac. Although Adobe Acrobat online services are not included automatically, you can try free services by downloading the Adobe Acrobat Reader mobile app from Google Play or the iTunes App Store ? and signing up for free Adobe Acrobat online services.","Acrobat with Adobe Creative Cloud","1","Adobe Acrobat Reader mobile app, we couldn't find that page., Adobe Acrobat Reader pour PDF, free Adobe Acrobat online services, Sorry"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","I already have Adobe Cloud storage. Do I get even more storage with an Acrobat subscription with Acrobat online services?","Yes. 100GB of storage is included when you subscribe to Acrobat.","Acrobat with Adobe Creative Cloud","0","NA"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","For centralized, IT-based deployments of Acrobat, should I use the Adobe Creative Cloud Packager or the Customization Wizard for Acrobat?","Both the Creative Cloud Packager and the Customization Wizard for Acrobat will output an MSI or PKG file for centralized deployment via Microsoft SCCM or Apple Remote Desktop, respectively. If your organization works with a lot of Creative Cloud products, Packager lets you download, deploy, and license Acrobat together with Creative Cloud apps. The customization Wizard can then be used for application-level customization, including suppressing upsell messaging, configuring PDF printer settings, and turning off access to services. Creative Cloud for Enterprise (CCE) admins can now create self-service Acrobat packages with Creative Cloud serial numbers using Customization Wizard. Learn more about Customization Wizard.","Acrobat with Adobe Creative Cloud","1","Customization Wizard"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","What versions of Acrobat does Adobe currently support?","Adobe actively supports Acrobat 2020 (perpetual license) and Acrobat subscription license. Per the Adobe Enterprise Support Lifecycle Policy, support for Acrobat X ended on November 15, 2015, and support for Acrobat XI ended on October 15, 2017. Learn more about Supported Product Versions.","Acrobat help and support","1","Adobe Support Policies: Supported Product Versions"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","What support options are available for Acrobat products?","Registered owners of the current version of Acrobat are eligible to receive person-to-person support on issues related to installation and products, with affordable per-incident support prices. Visit the Acrobat Help page for additional support information, including worldwide telephone support numbers, Knowledgebase articles, and tutorials ? available free of charge. The Acrobat Help page also provides detailed information on common Acrobat issues.","Acrobat help and support","1","Acrobat Help"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","How does Acrobat handle updates and security patches?","By default, Acrobat is set to update your software automatically. If you have a perpetual (one-time) license, you will get bug fixes and security updates throughout the supported lifecycle of the product. If you have a subscription, you'll get the same updates ? plus new and enhanced features ? as long as your subscription is current. For organizations that prefer to manage their updates on their own schedule, Acrobat also provides flexible tools for IT administrators. Learn more about IT resources.","Acrobat help and support","1","IT resources, we couldn't find that page."
"Adobe","https://helpx.adobe.com/acrobat/faq.html","What's the difference between Continuous and Classic tracks for the Acrobat desktop product?","Acrobat Pro and Acrobat Standard desktop software are available for volume deployment using either ""continuous"" (subscription) or ""classic"" (perpetual) tracks. Typical installations, purchased via subscription, use the continuous track, which updates silently and frequently in order to stay current with new features, security and platform enhancements, and bug fixes. The continuous track is the only track that enables access to all paid Adobe Acrobat online services, including support for the Adobe Acrobat Sign and Share tools. If desired, IT administrators can turn off automatic updates in order to test a new version before rolling it out to employees. Only the latest version is available for download. IT administrators can also turn off Acrobat online services so employees don't see the options presented in their user experience. Acrobat purchased as a one-time perpetual license employs the classic track using a quarterly update cadence to deliver security and platform enhancements and bug fixes only. The classic track does not provide access to new or enhanced features and enables access to free Adobe Acrobat online services only. IT administrators can turn off Acrobat online services if desired. Learn more. Per the Adobe Enterprise Support Lifecycle Policy, support for Acrobat X ended on November 15, 2015, and support for Acrobat XI ended on October 15, 2017. End of support means that Adobe no longer provides technical support, including product and/or security updates, for all derivatives of a product or product version (localized versions, minor upgrades, operating systems, dot and double-dot releases, and connector products). Learn more about Supported Product Versions.","Acrobat help and support","1","Document Cloud Servicesô, Adobe Support Policies: Supported Product Versions"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","What version of the PDF specification does Acrobat support?","Acrobat supports ISO 32000-1, the open standard maintained by the International Organization for Standardization (ISO).","Acrobat standards and accessibility","1","ISO: Global standards for trusted goods and services"
"Adobe","http://www.iso.org/iso/home.html","What can standards do for you?","International standards ensure that the products and services you use daily are safe, reliable, and of high quality. They also guide businesses in adopting sustainable and ethical practices, helping to create a future where your purchases not only perform excellently but also safeguard our planet. In essence, standards seamlessly blend quality with conscience, enhancing your everyday experiences and choices.","ISO: Global standards for trusted goods and services","0","NA"
"Adobe","http://www.iso.org/iso/home.html","What is a standard?","Dive deep into the world of quality and consistency.","ISO: Global standards for trusted goods and services, What can standards do for you?","1","Learn about standards"
"Adobe","http://www.iso.org/iso/home.html","Looking to get certified?","Discover how conformity with a standard is assessed by certification bodies and others.","ISO: Global standards for trusted goods and services, What can standards do for you?","1","Learn about certification"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","What PDF-based standards does the Acrobat Family support?","Acrobat supports the creation and validation of these workflow-specific PDF standards: PDF/A for archiving (ISO 19005): PDF/A-1a, PDF/A-1b, PDF/A-2a, PDF/A-2b, PDF/A-2u, PDF/A-3a, PDF/A-3b, and PDF/A-3u PDF/E in Acrobat Pro for engineering (ISO 24517): PDF/E-1 PDF/X for print production (ISO 15930): PDF/X-1a, PDF/X-3, PDF/X-4, PDF/X-4p, PDF/X-5g, and PDF/X-5pg PDF/VT in Acrobat Pro for variable data and transactional printing (ISO 16612-2): PDF/VT-1 and PDF/VT-2","Acrobat standards and accessibility","0","NA"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","What is PDF/A?","PDF/A provides specifications for creating, viewing, and printing digital documents for long-term preservation. Records managers, archivists, and industry-compliance professionals can use Acrobat to preserve and help protect final documents of record as self-contained files.","Acrobat standards and accessibility","0","NA"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","What is PDF/E?","PDF/E provides specifications for creating, viewing, and printing documents used in engineering workflows. Architects, engineers, construction professionals, and manufacturing product teams can use Acrobat Pro to facilitate the exchange of documentation and drawings with others in the supply chain, and to streamline the review and markup of documents.","Acrobat standards and accessibility","0","NA"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","What is PDF/X?","PDF/X provides specifications for creating, viewing, and printing final print-ready or press-ready pages. This standard provides guidelines for PDF settings that affect critical aspects of printing, such as color space and trapping. Print professionals, graphic designers, and other creative professionals can use Acrobat to create and deliver predictable, press-ready PDF/X-compliant files.","Acrobat standards and accessibility","0","NA"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","What is PDF/VT?","PDF/VT provides specifications for creating, viewing, and printing files such as bank statements and business invoices used in the variable data and transactional printing industry. Professionals who work with large documents containing variable data can use Acrobat Pro to ensure that the files they've produced comply with this international standard.","Acrobat standards and accessibility","0","NA"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","Does Acrobat work in conjunction with any other PDF standards or initiatives?","Yes. Acrobat supports the creation and use of PDF in compliance with these additional standards and initiatives: PDF/UA (Universal Accessibility): PDF/UA is an ISO standard (ISO 14289-1) that helps clarify PDF-specific technical requirements to ensure that conforming PDF ISO 32000-1 files are accessible and usable to all, including users who rely on assistive technology. W3C Web Content Accessibility Guidelines (WCAG): Adobe participates in the WCAG working group at the W3C to help develop the technology-independent WCAG 2.0 standard as well as advisory techniques to help authors and developers meet this accessibility standard. PAdES (ETSI): PDF Advanced Electronic Signatures provides specifications to help ensure compliance with digital signature standards in the European Union. Adobe Acrobat supports PAdES Parts 2, 3, and 4.","Acrobat standards and accessibility","0","NA"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","How does Acrobat provide accessibility for people with disabilities?","Acrobat helps address the needs of both users with disabilities and authors of accessible content. Using Acrobat Pro or Acrobat Standard, virtually anyone can create accessible PDF documents that others can view using Adobe Acrobat Reader. This helps users with disabilities more easily access and use PDF files and forms across multiple languages. Using Acrobat Pro, Acrobat Standard, or Acrobat Reader on Windows, users and authors can: Customize accessibility preferences with an easy-to-use wizard Work with magnifiers Read PDFs out loud using built-in functions or working with professional screen-reading software Set high-contrast colors for better visibility Read text easier in high contrast mode with dynamic background adjustment Enable large-type display by setting text to reflow through pages Using Acrobat Pro or Acrobat Reader on Mac, users can: Work with the VoiceOver screen reader on Mac OS X computers Work with magnifiers Set high-contrast colors for better visibility Read text easier in high contrast mode with dynamic background adjustment Enable large-type display by setting text to reflow through pages In addition, authors can use Acrobat Pro to make PDF files more accessible: Add tags to control reading order and improve navigation Verify and adjust reading order for pages or columns of text Validate standards-compliant PDF documents, check for possible accessibility problems, and adjust files to meet accessibility standards Take advantage of enhanced tools to support the creation of PDF documents that meet WCAG 2.0 and PDF/UA standards Use the Make Accessible guided Action to more easily prepare, verify, and fix standards-compliant accessible PDF files Learn more at the Adobe Accessibility Resource Center.","Acrobat standards and accessibility","1","Adobe Accessibility Resource Center, we couldn't find that page."
"Adobe","https://helpx.adobe.com/acrobat/faq.html","Does Acrobat comply with accessibilty regulations such as U.S. Section 508?","Adobe is committed to accessibility and strives to address it in its products and services. U.S. Section 508 was enacted to eliminate barriers in information technology, to make available new opportunities for people with disabilities, and to encourage the development of technologies that will help achieve these goals. Adobe Acrobat features that support accessibility for people with disabilities are summarized in the Adobe Acrobat Voluntary Product Accessibility Templates (VPAT).","Acrobat standards and accessibility","1","Adobe Acrobat Voluntary Product Accessibility Templates (VPAT), we couldn't find that page."
"Adobe","https://helpx.adobe.com/acrobat/faq.html","What are cookies and why are they used by Adobe?","Cookies are small text files stored in your browser when you use websites. Other technologies, such as HTML5 local storage, local shared objects, web beacons, and embedded scripts, serve the same purposes. These technologies help us remember you and your preferences when you return to our sites, measure how you use the website, conduct market research, and collect information about the advertisements you see and interact with.","Cookie settings","0","NA"
"Adobe","https://helpx.adobe.com/acrobat/faq.html","How to make choices?","You can make choices in the menu below about which cookies and other technologies you want us to use on Adobe sites when you visit them from this browser. You can always change these choices later by clicking on the Cookie Preferences link at the bottom of the page.","Cookie settings","0","NA"
"Dropbox","https://www.dropbox.com/en/business/faqs","What is a Dropbox for teams user?","A user is any person on your team with their own unique email address. Each team member should have his or her own user license. And each user can link their Dropbox account to as many of their devices as they'd like (PCs, phones, tablets, etc.) at no additional charge.","NA","0","NA"
"Dropbox","https://www.dropbox.com/en/business/faqs","How much space does my team get?","Dropbox provides three plans to fit your team's needs. The Standard plan gives your team 5,000 GB of shared storage. For teams needing more space, the Advanced plan starts at 15 TB of storage per team (5 TB of storage per utilized license, 3 license minimum), and Enterprise plans provide customized space.","NA","0","NA"
"Dropbox","https://www.dropbox.com/en/business/faqs","What is the difference between Dropbox Standard and Advanced?","Standard provides teams with 5,000 GB of storage with easy to use security, sharing, and collaboration tools. Advanced starts at 15 TB of storage per team in addition to robust security controls and alerts. To learn more, compare Dropbox plans.","NA","1","compare Dropbox plans"
"Dropbox","https://www.dropbox.com/en/business/faqs","Can I upgrade my existing Basic or Plus account? How does migration work?","If you already use Dropbox, moving to a team plan is easy! All your content will stay the same ? your files will stay where they are, and all your settings (like shared folder relationships and linked devices) will remain the same. For admins, your team members who already use Dropbox will have the same experience. And anyone without an existing Dropbox account will be prompted to sign up when you send them an invite. For Plus users who switch to a team plan, any remaining credits will be returned as a pro-rated refund to the original payment method.","NA","0","NA"
"Dropbox","https://www.dropbox.com/en/business/faqs","Can I share files and folders with Basic or Plus users if I'm on a team plan?","Absolutely! As long as your team admin permits external sharing, you can share with any Dropbox user, even if they're not a member of your Dropbox team plan. However, shared folder members who are not on your team will be limited by their own storage quotas. So while your team members will have more space to add and edit files in a shared folder, Dropbox Basic or Plus users will be restricted by their personal quota.","NA","0","NA"
"Dropbox","https://www.dropbox.com/en/business/faqs","Can I have fewer than 3 users on my account?","Yes. Both Dropbox Standard and Advanced plans include a minimum of 3+ users, but you don't need to use all the licenses right away. Since licenses can be reused, many of our customers reserve extra licenses for contractors or clients.","NA","0","NA"
"Dropbox","https://www.dropbox.com/en/business/faqs","How does sharing and collaboration work with Dropbox team plans?","Sharing and collaboration are just as easy with Dropbox team plans as they are with Dropbox Basic or Plus. You can add collaborators to shared folders so they always have the most up-to-date versions of files they're working on together, or you can send a copy of a file or folder instead. Plus, with Dropbox Standard or Advanced, admins can control sharing permissions and see all sharing activity.","NA","0","NA"
"Dropbox","https://www.dropbox.com/en/business/faqs","Do you have any discounts for non-profits or educational institutions?","Yes! Please contact our sales team for more information. To provide the discount, a sales rep will need a copy of your 501(c)3.","NA","1","Contact our sales team"
"SAP","https://www.sap.com/belgique/about/company/faq.html","When was SAP founded?","In 1972, five former IBM employees founded the company they call SAP Systemanalyse und Programmentwicklung (""System Analysis and Program Development"").Taking the initial form of a private partnership under the German Civil Code, the company establishes its headquarters in Weinheim, Germany, and opens an office in nearby Mannheim. However, SAP's five founders spend most of their time in the data centers of their first customers, which include the German branch of Imperial Chemical Industries in ™stringen. Further information can be found on the SAP History page.","Company","1","The History of SAP"
"SAP","https://www.sap.com/about/company/history.html","What is SAP and its history?","SAP was started in 1972 by five former IBM employees with a vision of creating a standard application software for real-time business processing. SAP innovations help thousands of customers worldwide work together more efficiently and use business insight more effectively.","NA","0","NA"
"SAP","https://www.sap.com/about/company/history.html","What is SAP famous for?","SAP established the global standard for enterprise resource planning (ERP) software.","NA","1","enterprise resource planning (ERP) software"
"SAP","https://www.sap.com/about/company/history.html","Why is SAP important today?","SAP is important because the world relies on businesses that run SAP solutions. Our software and services empower businesses in every industry to fulfill their mission with technology fit for their unique needs.","NA","0","NA"
"SAP","https://www.sap.com/belgique/about/company/faq.html","What does the acronym ""SAP"" stand for?","""SAP"" stands for Systems, Applications, and Products in Data Processing.","Company","0","NA"
"SAP","https://www.sap.com/belgique/about/company/faq.html","What is SAP's vision and mission?","We bring out the best in every business. That's SAP's vision. To turn this vision into reality for our customers, we have set ourselves the following three goals as mission: Agility at scale Confidently navigate dynamic markets with purpose-built innovations designed for quick implementation, swift scaling, and rapid response Achieve more across the value chain Tap into the trusted and scalable business ecosystem, harnessing the intelligence across your internal systems and external partnerships to optimize performance across your value chain. Explore more Sustainability at your core Transform your operations with next-generation solutions that drive more accurate and actionable sustainability management across your entire enterprise. Explore more","Company","1","SAP Business Network, SAP Sustainability"
"SAP","https://www.sap.com/products/business-network.html","What is SAP Business Network?","SAP Business Network is a cloud-based collaboration offering that modernizes how procurement and supply chain processes are connected across organizations. It helps to build stronger supply chains, deliver on the customer promise, gain visibility into your supply chain, increase operational efficiency, and ensure compliance.","NA","1","What is SAP Business Network?"
"SAP","https://www.sap.com/products/business-network.html","What is supply chain collaboration?","Supply chain collaboration is extending your organization's processes and systems to your trading partners. Gain transparency by collaborating with multiple tiers of trading partners across inventory, quality, and procurement processes along your supply chain, achieving greater customer satisfaction by mitigating supply chain risk and assuring supply.","NA","1","The ultimate guide to supply chain collaboration"
"SAP","https://www.sap.com/products/business-network.html","What is procurement collaboration?","Procurement collaboration is the practice of partnering with suppliers, vendors, and other stakeholders to streamline and optimize the procurement process. Working closely with key partners helps to enhance transparency, drive cost savings, improve the overall quality of goods and services acquired, strengthen supply chains, minimize risks, and foster mutually beneficial relationships.","NA","0","NA"
"SAP","https://www.sap.com/products/business-network.html","What is logistics collaboration?","Logistics collaboration is working with shippers and carriers to optimize logistics processes, increase on-time deliveries, and mitigate supply risk. A comprehensive logistics collaboration solution helps you gain visibility into the freight order lifecycle to better manage appointments, share insights, digitally manage transactions, optimize logistics processes, notify stakeholders about deviations, and monitor fulfillment.","NA","0","NA"
"SAP","https://www.sap.com/products/business-network.html","What is asset collaboration?","Asset collaboration is the strategic partnership and coordination between businesses and their suppliers or partners in sharing, managing, and maintaining the assets and equipment critical to their operations. This allows for efficient utilization, timely maintenance, and optimization of asset performance, ultimately leading to improved productivity, reduced downtime, and enhanced cost-effectiveness.","NA","0","NA"
"SAP","https://www.sap.com/products/sustainability.html","What is sustainability software?","Sustainability software is a management platform or tool to help companies record, report, and act on their sustainability goals by bringing financial and non-financial metrics into core business processes. Sustainability software can help businesses in these key areas: Sustainability and ESG reporting software Carbon accounting and carbon management software Circular economy software Environmental management software Supplier diversity and social responsibility software Sustainable supply chain software","NA","1","Sustainability and ESG reporting software, Carbon accounting and carbon management software, Circular economy software, SAP S/4HANA for EHS workplace safety, Sustainable supply chain software"
"SAP","https://www.sap.com/products/sustainability.html","How do I find the best sustainability management software for my business?","Visit our Products page to find the right SAP Sustainability solutions for your business and industry.","NA","1","SAP Sustainability solutions"
"SAP","https://www.sap.com/products/sustainability.html","What are the four areas of SAP Sustainability cloud solutions?","Our cloud-based sustainability solutions work together to help you manage your carbon footprint, reduce material waste, and become a socially responsible business. The four areas are: Sustainability and ESG platform: Connect your ESG data and build a trusted, auditable sustainability data foundation to measure and report on ESG risks and act on sustainability impact goals. Climate action solutions: Decarbonize your entire value chain based on actual business transactions with carbon accounting software, emissions and compliance management, carbon footprint calculations, e-mobility, and transportation logistics. Circular economy solutions: Incorporate circularity into your supply chain, manage extended producer responsibility, reduce use of plastics, create corporate sustainability models to eliminate waste, circulate materials, regenerate natural systems, and comply with environmental laws such as plastic tax. Social responsibility solutions: Manage the impact of your business on people and society and protect your entire value chain with supplier diversity and human rights due diligence software and other people sustainability solutions.","NA","1","Sustainability reporting and management, Climate action solutions, Circular economy solutions"
"SAP","https://www.sap.com/products/sustainability.html","What is a sustainability cloud?","A secure, comprehensive sustainability cloud can help companies better execute on positive environmental and social initiatives at scale. From reducing manufacturing waste to improving employee experiences, you can quickly connect different sustainability data, processes, and teams from across the enterprise to improve transparency and outcomes.","NA","0","NA"
"SAP","https://www.sap.com/products/sustainability.html","What are the benefits of a sustainability cloud?","A sustainability cloud environment can help companies across industries optimize resources and reduce environmental impacts at the transaction level. With cloud services and data intelligence tools integrated with existing line of business systems, companies gain process transparency to find new opportunities to be more sustainable, productive, and growth-oriented.","NA","0","NA"
"SAP","https://www.sap.com/belgique/about/company/faq.html","What is the business outlook for the current fiscal year and your mid-term ambition?","The outlook and mid-term ambition can be found in the Quarterly Statement on our Recent Results page.","Company","1","Q3 2025 Results"
"SAP","https://www.sap.com/belgique/about/company/faq.html","Are you planning to grow organically or through acquisitions?","Organic growth remains the primary driver of our strategy. We will continue to invest in our own product development and technology innovation, improving the speed, number of projects, and innovations brought to market. We will also continue to acquire targeted, strategic, and ?fill-in? technology and software to add to our broad solution offerings and improve coverage in key strategic markets. By doing so, we will strive to best support our customers? needs for simplified operations. Additional information and details about acquisitions in the past can be found on the Acquisitions page.","Company","1","Acquisitions"
"SAP","https://www.sap.com/belgique/about/company/faq.html","Where can I find information about the SAP Executive Board?","Find more information about the SAP Executive Board here.","Company","1","Leadership"
"SAP","https://www.sap.com/belgique/about/company/faq.html","Why was SAP AG converted into an SE?","The change of legal form from a stock corporation under German law to a European Company was made to manifest SAP's self-image as an international player with European roots. Presenting itself as a European Company thus reflects the importance of the Company's European and international operations.","Company","0","NA"
"SAP","https://www.sap.com/belgique/about/company/faq.html","What is SAP's current headcount?","Our employee headcount is updated regularly in the Quarterly Statement.","Company","1","Quarterly Statement"
"SAP","https://www.sap.com/belgique/about/company/faq.html","Do SAP employees participate in the company's success?","SAP offers its employees and managers various investment programs. A comprehensive overview about all employee related topics can be found in the SAP Integrated Report.","Company","1","SAP Integrated Report 2024"
"SAP","https://www.sap.com/belgique/about/company/faq.html","What is SAP's purpose and overarching strategic approach to sustainability?","SAP's purpose is to help the world run better and improve people's lives with sustainability at the core. Our objective is to create a positive economic, environmental, and social impact worldwide within planetary boundaries. We bring this to life by providing products and services that meet the sustainability challenges and opportunities of our customers (enabler) and leading by example in our own sustainable business operations and practices (exemplar). Learn about our approach to sustainability.","Sustainability","1","SAP approach to sustainability"
"SAP","https://www.sap.com/belgique/products/sustainability/our-approach.html","How will SAP achieve its ambitious sustainability goals?","We strive to factor impact measurement into our decision-making and goal setting at all levels of our value chain, using the capabilities and insights our software solutions provide. Learn more about our approach to holistic ESG management and reporting Learn more about SAP Sustainability Control Tower","Holistic ESG management and reporting","1","Learn more about our approach to holistic ESG management and reporting, Learn more about SAP Sustainability Control Tower, SAP Sustainability Control Tower"
"SAP","https://www.sap.com/belgique/about/company/faq.html","Why is SAP focusing on sustainability?","SAP has been on its sustainability journey for more than a decade and is a recognized leader as a sustainably run company. This has given us the insights and experience to respond to the increasing demands from customers, partners, investors, and employees for SAP to not only run our company more sustainably, but also to use our position to enable customers to run more sustainably, too. There is an urgency to this as many reports indicate that climate change, waste, and social inequalities are becoming increasingly acute problems around the world. We believe sustainability is the new frontier of digital transformation. We want to help customers reinvent themselves as intelligent and sustainable enterprises. We want to help them make sustainability profitable and profitability sustainable. We believe this is a long-term strategic imperative that will help SAP grow while helping our customers achieve their overall corporate ambitions which increasingly center around running sustainably.","Sustainability","0","NA"
"SAP","https://www.sap.com/belgique/about/company/faq.html","What is SAP Cloud for Sustainable Enterprises?","SAP Cloud for Sustainable Enterprises is a flexible solution bundle of sustainability-focused applications to help companies achieve holistic sustainability management. Companies can now integrate sustainability metrics seamlessly into their end-to-end business processes. We realize each company is at a different stage of implementing sustainable performance, so SAP Cloud for Sustainable Enterprises provides maximum flexibility for customers to choose which solutions and capabilities they want to incorporate into their sustainability management portfolio at the time that is right for them. The solutions can be broadly adopted for holistic management, or selectively implemented to operationalize specific areas of sustainability performance. The customizable suite is easy for companies to adopt with a single license, and SAP expert implementation support and our highly skilled partner ecosystem.","Sustainability","1","sustainability-focused applications, Make the right choice among our sustainability partners"
"SAP","https://www.sap.com/belgique/products/sustainability.html","How can I find the best sustainability management software for my business?","Visit our Products page to find the right SAP Sustainability solutions for your business and industry.","Frequently Asked Questions","1","Solutions SAP Sustainability"
"SAP","https://www.sap.com/belgique/products/sustainability.html","What are the four areas of SAP Sustainability cloud-based solutions?","Our cloud-based sustainability solutions work together to help you manage your carbon footprint, reduce waste and become a socially responsible business. The four areas are: Sustainability and ESG Platform: Connect your ESG data and create a reliable, auditable sustainability data foundation to measure and report on ESG risks and act on sustainability impact goals. Climate Action Solutions: Decarbonize your entire value chain based on real business transactions, through carbon accounting software, emissions and compliance management, carbon footprint calculations, e-mobility and transport logistics. Circular economy solutions: integrate circularity into your Supply Chain, manage extended producer responsibility, reduce the use of plastic, create corporate sustainability models to eliminate waste, circulate materials and regenerate natural systems, and finally comply with environmental laws such as plastic taxes. Social Responsibility Solutions: Manage the impact your business has on people and society and protect your entire value chain with due diligence software for supplier diversity and human rights, as well as other people-related sustainability solutions.","Frequently Asked Questions","1","Sustainability reporting and management, Climate Action Solutions, Circular economy solutions"
"SAP","https://www.sap.com/belgique/about/company/faq.html","How do SAP Sustainability solutions help create environmental and social impact?","SAP's products and services help deliver environmental and social impact on four dimensions including climate action, circular economy, social responsibility, and holistic steering and reporting. Holistic sustainability management: SAP's sustainability and ESG reporting solutions contribute to a future where decisions in our global economy are made based on their sustainability impact. Example: SAP Sustainability Control Tower helps organizations connect their environmental, social, and financial data holistically so they can steer their business towards sustainability.Climate action: SAP's climate change solutions contribute to a future with zero emissions. Example: SAP Product Footprint Management enables organizations to assess and reduce greenhouse gas emissions of their products and operations along their entire value chain.Circular economy: SAP's circular economy solutions contribute to a future with zero waste. Example: SAP Responsible Design and Production enables organizations to make circularity a key principle of product design and production. It helps them re-use materials, protect resources, eliminate waste, and build regenerative businesses.Social responsibility: SAP's social responsibility solutions contribute to a future with zero inequality. Example: SAP Business Network and our SAP SuccessFactors HCM provide the visibility needed to support organizations in integrating ethical and socially responsible sustainable business practices to ensure diversity, equity, and inclusion across the entire value chain.","Sustainability","1","SAP Sustainability Control Tower, SAP Sustainability Footprint Management, SAP Responsible Design and Production, SAP Business Network, Human capital management software"
"SAP","https://www.sap.com/belgique/products/scm/sustainability-footprint-management.html","What is the difference between SAP Sustainability Footprint Management and SAP Green Ledger?","SAP Sustainability Footprint Management offers an ERP-centric approach to calculating product and business carbon footprints, and integrates the results into processes through outbound integrations. SAP Green Ledger is a financial solution launched by SAP at the end of Q4 2024. Through the integration of the two solutions, customers can align their carbon and financial accounting, enabling intelligent decision-making. SAP Green Ledger allows you to account for and allocate financial and carbon data to profit centers, lines of business or other financial dimensions. SAP Green Ledger does not allow you to calculate company or product carbon footprints.","Frequently Asked Questions","0","NA"
